"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR71752","73784","SOUTH BAY PLANTATION, A CONDO","Collier","1901 ROOKERY BAY DRIVE, NAPLES, FL 34114","240","10/10/2005","Approved","Recorded","MA66686","SOUTH BAY PLANTATION CONDO ASSN, INC","","1901 ROCKERY BAY DRIVE","NAPLES","FL","34114"
"PR71775","73807","TROPICAL GARDENS CONDO","Hillsborough","3607 WEST IDLEWILD AVENUE, TAMPA, FL 33614","16","08/31/2005","Approved","Recorded","MA66709","TROPICAL GARDENS CONDO ASSN INC","C/O VANGUARD MANAGEMENT GROUP","10500 UNIVERSITY CENTER DR","TAMPA","FL","33612"
"PR71766","73798","FAIRWAY PRESERVE AT OLDE CYPRESS, A CONDO","Collier","7995 PRESERVE CIRCLE, NAPLES, FL 34119","264","08/12/2005","Approved","Recorded","MA66699","FAIRWAY PRESERVE AT OLDE CYPRESS CONDO ASSN INC","","7995 PRESERVE CIRCLE","NAPLES","FL","34119"
"PR71769","73801","SUN ISLAND CONDO","Pinellas","102 TWENTIETH AVE, INDIAN ROCKS BEACH, FL 33785","5","10/07/2005","Approved","Recorded","MA66703","SUN ISLAND CONDO OWNER'S ASSOC, INC","C/O Melinda Gruszka","213 ORANGEWOOD LANE","BELLEAIR BLUFFS","FL","33770"
"PR71746","73778","BELLA LAGUNA, A CONDO","Charlotte","3329 PURPLE MARTIN DRIVE, PUNTA GORDA, FL 33950","6","06/26/2007","Approved","Recorded","MA66680","BELLA LAGUNA CONDOS INC","C/O PROFESSIONAL TAXES INC","425 CROSS ST, SUITE 113","PUNTA GORDA","FL","33950"
"PR71747","73779","CHARLESTON SOUTH, A CONDO","Charlotte","WOOD THRUSH DRIVE, PUNTA GORDA ISLES, FL 33950","12","03/23/2007","Approved","Recorded","MA66681","CHARLESTON SOUTH INC","","2511 VASCO STREET, SUITE 114","PUNTA GORDA","FL","33950"
"PR71758","73790","BELMONT AT RYALS CHASE, A CONDO THE","Pasco","5919 RYALS ROAD, ZEPHYRHILLS, FL 33541","224","08/31/2005","Approved","Recorded","MA66692","BELMONT AT RYALS CHASE CONDO ASSN INC THE","C/O QUALIFIED PROPERTY MGMT, INC","5901 US 19, SUITE 7Q","NEW PORT RICHEY","FL","34652"
"PR71797","73829","SEA BREEZE LOFTS, A CONDO","Lee","LAGUNA DR, FORT MYERS, FL 33908","18","10/30/2006","Approved","Recorded","MA66731","SEA BREEZE LOFTS CONDO ASSN, INC","C/O SANDCASTLE PROPERTY MGMT & BROKERAGE","16266 SAN CARLOS BLVD.","FORT MYERS","FL","33908"
"PR71810","73842","RENAISSANCE CONDOS","Lee","3403-3421 WINKLER AVENUE, FORT MYERS, FL 33916","112","10/31/2005","Approved","Recorded","MA66744","RENAISSANCE (FT. MYERS) CONDO ASSN INC","","3403 WINKLER AVE","FORT MYERS","FL","33916"
"PR71809","73841","RESIDENCES AT BONITA VILLAGE I","Lee","3998 BONITA BEACH RD, BONITA SPRINGS, FL 34135","60","04/17/2007","Approved","Recorded","MA66743","RESIDENCES AT BONITA VILLAGE I CONDO ASSOC, INC THE","","27901 BONITA VILLAGE BLVD","BONITA SPRINGS","FL","34134"
"PR71827","73859","GULF PATH, A CONDO","Manatee","104 29TH STREET, HOLMES BEACH, FL 34217","3","12/01/2005","Approved","Delinquent","MA66761","GULF PATH CONDO ASSN INC","C/O TAMMY LYNN COOK, OWNER","104 29TH STREET, UNIT 3","HOLMES BEACH","FL","34217"
"PR71829","73861","BELLA COSTA AT MEDITERRANEAN MANORS CONDO","Pinellas","2637 MCCORMICK DRIVE, CLEARWATER, FL 33759","26","06/08/2006","Approved","Recorded","MA66763","BELLA COSTA AT MEDITERRANEAN MANORS CONDO ASSN INC","C/O MONARCH ASSOCIATION MANAGEMENT","500 ALT 19 S","PALM HARBOR","FL","34683"
"PR71835","73867","CONDOS AT WATERSIDE, A CONDO THE","Charlotte","322 ROTONDA BLVD, CAPE HAZE, FL 33946","84","04/12/2007","Approved","Recorded","MA66769","CONDOS AT WATERSIDE ASSOC, INC THE","","PO BOX 3085","PLACIDA","FL","33946"
"PR71836","73868","GRAYCLIFF AT LUCAYA, A CONDO","Lee","14985 MCGREGOR BLVD, FORT MYERS, FL 33907","32","08/04/2006","Approved","Recorded","MA66770","GRAYCLIFF AT LUCAYA CONDO ASSOC, INC","","16266 SAN CARLOS BLVD, SUITE 10","FORT MYERS","FL","33908"
"PR71826","73858","CABRILLO CONDOS, A CONDO THE","Pinellas","113 CABRILLO AVE, ST. PETERSBURG, FL 33706","5","08/15/2007","Approved","Recorded","MA66760","CABRILLO CONDO ASSOC, INC THE","","24701 US HWY 19 N, SUITE 102","CLEARWATER","FL","33763"
"PR71819","73851","WESTWINDS OF TREASURE ISLAND, A CONDO","Pinellas","10265 GULF BLVD, TREASURE ISLAND, FL 33706","36","06/13/2006","Approved","Recorded","MA66753","WESTWIND OF TREASURE ISLAND CONDO ASSOC, INC","C/O CONDO MANAGEMENT PLUS, INC","PO BOX 86507","MADEIRA BEACH","FL","33738"
"PR71813","73845","HAMILTON AT LUCAYA, A CONDO","Lee","14985 MCGREGOR BLVD, FORT MYERS, FL 33907","74","08/04/2006","Approved","Recorded","MA66747","HAMILTON AT LUCAYA CONDO ASSOC, INC","","2685 HORSESHOE DR S ","NAPLES","FL","34104"
"PR71814","73846","SONSETTE AT LUCAYA, A CONDO","Lee","14985 MCGREGOR BLVD, FORT MYERS, FL 33907","116","08/04/2006","Approved","Recorded","MA66748","SONSETTE AT LUCAYA CONDO ASSOC, INC","","2685 HORSESHOE DR S","NAPLES","FL","34104"
"PR71872","73904","BOCA LAGO AT VIVANTE VI, A CONDO","Charlotte","VIVANTE COURT, PUNTA GORDA, FL 32250","45","05/04/2007","Approved","Recorded","MA71047","VIVANTE AT PUNTA GORDA CONDO ASSN INC","","92 VIVANTE BLVD","PUNTA GORDA","FL","33950"
"PR71863","73895","SUNSET POINTE AT FORT MYERS, A CONDO","Lee","1260 - 12670 KENWOOD LANE, FORT MYERS, FL 33907","104","11/21/2005","Approved","Recorded","MA66797","SUNSET POINTE AT FORT MYERS CONDO ASSN","C/O VESTA PROPERTY SERVICES","3434 HANCOCK BRIDGE PARKWAY","N FORT MYERS","FL","33903"
"PR71878","73910","LAKEVIEW AT CALUSA TRACE, A CONDO","Hillsborough","18101 CALUSA TRACE BLVD, LUTZ, FL 33558","240","08/18/2005","Approved","Recorded","MA66812","LAKEVIEW AT CALUSA TRACE CONDO ASSOC, INC","","18101 CALUSA TRACE BLVD","LUTZ","FL","33558"
"PR71883","73915","VILLAGES OF BLOOMINGDALE CONDO NO -5","Hillsborough","PROGRESS BLVD, RIVERVIEW, FL 33569","32","03/21/2006","Approved","Recorded","MA64911","VILLAGES OF BLOOMINGDALE CONDO NO.5 ASSOC, INC","C/O ASSOCIA GULF COAST","PO BOX 650858","DALLAS","TX","75265-0858"
"PR71884","73916","PLUM CREEK, A CONDO","Charlotte","7196 N PLUM TREE, PUNTA GORDA, FL 33950","38","09/01/2005","Approved","Recorded","MA65518","PLUM CREEK CONDO ASSOC, INC","C/O STAR HOSPITALITY MANAGEMENT","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR71866","73898","CHESAPEAKE COVE AT HAWTHORNE, A CONDO","Lee","26478 LUCKY STONE ROAD, BONITA SPRINGS, FL 34135","140","06/12/2006","Approved","Recorded","MA66800","CHESAPEAKE COVE AT HAWTHORNE CONDO ASSN INC","C/O CAMBRIDGE MANAGEMENT","9001 HIGHLAND WOODS BLVD, SUITE 1","BONITA SPRINGS","FL","34135"
"PR71856","73888","CASA BELLA OF ANNA MARIA ISLAND, A LAND CONDO","Manatee","303 58TH STREET, HOLMES BEACH, FL 34217","2","11/23/2005","Approved","Recorded","MA66790","CASA BELLA OF ANNA MARIA ISLAND CONDO ASSN, INC","","303 58TH STREET","HOLMES BEACH","FL","34217"
"PR71879","73911","BELLASOL WATERFRONT VILLAS, A CONDO","Hillsborough","1003 BELLASOL WAY, APOLLO BEACH, FL 33572","77","06/22/2006","Approved","Recorded","MA66813","BELLASOL WATERFRONT VILLAS CONDO ASSN, INC","C/O KEN PERRAULT, MANAGER","PO BOX 2878","RIVERVIEW","FL","33568"
"PR71893","73925","VILLAGE AT TOWNPARK, A CONDO THE","Manatee","7610 RIVER OAK RUN, BRADENTON, FL 34202","272","09/12/2005","Approved","Recorded","MA66824","VILLAGE AT TOWNPARK CONDO ASSOC, INC","","7610 RIVER OAK RUN","BRADENTON","FL","34202"
"PR71921","73953","SIGNATURE PLACE, A CONDO","Pinellas","100 FIRST AVENUE SOUTH, ST. PETERSBURG, FL 33701","244","06/12/2008","Approved","Recorded","MA66854","SIGNATURE PLACE CONDO ASSN INC","","8200 NW 33RD STREET","MIAMI","FL","33122"
"PR71922","73954","CAPE CORAL COVE CONDO","Lee","1751 FOUR MILE COVE PKWY, CAPE CORAL, FL 33904","289","10/03/2005","Approved","Recorded","MA66856","CAPE CORAL COVE CONDO ASSN INC","C/O MARTIN GELLER, ASSN TREASURER","3 DANIEL CT","RANDOLPH","NJ","07869"
"PR71903","73935","RESIDENCES AT SANDPEARL RESORT, A CONDO THE","Pinellas","470 MANDALAY AVENUE, CLEARWATER, FL 32169","117","06/13/2007","Approved","Recorded","MA66837","RESIDENCES AT SANDPEARL RESORT OWNER'S ASSN INC THE","","11 BAYMONT ST","CLEARWATER","FL","33767"
"PR71895","73927","ROYAL GREENS AT GATEWAY CONDO","Lee","11501 VILLA GRAND, FORT MYERS, FL 33913","312","04/14/2006","Approved","Recorded","MA66826","ROYAL GREENS AT GATEWAY CONDO ASSN, INC","","8200 NW 33RD STREET SUITE 300","DORAL","FL","33122-1901"
"PR71914","73946","EQUESTRIAN PARC AT HIGHWOODS PRESERVE CONDO F/K/A SADDLEBROOK","Hillsborough","18201 HIGHWOODS PRESERVE PKWY, TAMPA, FL 33647","384","09/29/2005","Approved","Recorded","MA66847","EQUESTRIAN PARC AT HIGHWOODS PRESERVE CONDO ASSN INC","C/O ASSOCIA GULF COAST","PO BOX 650858","DALLAS","TX","75265-0858"
"PR71959","73991","VILLAGES OF BLOOMINGDALE CONDO NO -6","Hillsborough","PROGRESS BLVD, RIVERVIEW, FL 33569","32","04/21/2006","Approved","Delinquent","MA66895","VILLAGES OF BLOOMINGDALE CONDO NO. 6 ASSOC, INC","C/O ASSOCIA GULF COAST","PO BOX 650858","DALLAS","TX","75265-0858"
"PR71936","73968","PRESERVE AT COLONIAL SECTION III, A CONDO THE","Lee","HEMINGWAY LANE, FORT MYERS, FL 33931","40","04/28/2006","Approved","Delinquent","MA66871","PRESERVE AT COLONIAL SECTION III CONDO ASSN, INC THE","C/O ASSOCIA GULF COAST","13461 PARKER COMMONS BLVD, STE 101","FORT MYERS","FL","33912"
"PR71951","73983","LANDINGS OF TAMPA, A CONDO THE","Hillsborough","10034 STRAFFORD OAK COURT, TAMPA, FL 33624","230","10/04/2005","Approved","Delinquent","MA66886","LANDINGS OF TAMPA CONDO ASSN, INC THE","C/O FIRST SERVICE RESIDENTIAL","PO BOX 34769","CHARLOTTE","NC","28234"
"PR71931","73963","MAGDALENA GARDENS, A CONDO","Charlotte","240 WEST END DRIVE, PUNTA GORDA, FL 33950","90","09/18/2006","Approved","Recorded","MA66865","MAGDALENA GARDENS CONDO ASSN, INC","C/O STAR HOSPITALITY MANAGEMENT INC","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR71935","73967","MILL RUN AT COLONIAL SECTION III, A CONDO","Lee","HEMINGWAY LANE, FORT MYERS, FL 33931","40","06/20/2006","Approved","Recorded","MA66870","MILL RUN AT COLONIAL SECTION III CONDO ASSN, INC","C/O ASSOCIA GULF COAST","13461 PARKER COMMONS BLVD.","FORT MYERS","FL","33912"
"PR71938","73970","PRESERVE AT COLONIAL SECTION IV, A CONDO THE","Lee","HEMINGWAY LANE, FORT MYERS, FL 33931","30","06/30/2006","Approved","Recorded","MA66873","PRESERVE AT COLONIAL SECTION IV CONDO ASSN, INC","","2180 W STATE RD 434, SUITE 5000","LONGWOOD","FL","32779"
"PR71940","73972","GARDENS AT BERMUDA LINKS, A CONDO THE","Lee","WEST TERRY STREET, BONITA SPRINGS, FL 34135","134","05/09/2007","Approved","Recorded","MA66875","GARDENS AT BERMUDA LINKS CONDO ASSN INC THE","C/O Gulf Breeze Management Services","8910 TERRENE COURT, SUITE 200","BONITA SPRINGS","FL","34135"
"PR71965","73997","VILLA GRANDE AT BURNT STORE ISLES, A CONDO","Charlotte","MONACO & ALBACETE, PUNTA GORDA, FL 33950","44","11/15/2010","Approved","Recorded","MA66901","VILLA GRANDE AT BURNT STORE ISLES INC","C/O STAR HOSPITALITY MANAGEMENT INC","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR72002","74034","ORION BUILDING, A CONDO","Pinellas","750 4  AVENUE SOUTH, ST. PETERSBURG, FL 33707","34","03/22/2007","Approved","Recorded","MA66937","ORION CONDO ASSN, INC","C/O CONDOMINIUM ASSOCIATES","570 CARILLON PKWY","ST. PETERSBURG","FL","33716"
"PR71984","74016","TERRACE IV AT RIVERWALK, A CONDO","Lee","PATHFINDER LOOP, WHISKEY CREEK, FL 33919","72","05/24/2006","Approved","Recorded","MA66919","TERRACE IV AT RIVERWALK CONDO ASSN, INC","C/O CONDOMINIUM ASSOCIATES","570 CARILLON PARKWAY, SUITE 210","ST. PETERSBURG","FL","33716"
"PR72005","74037","MEDITERRANEAN LANDING CONDO","Charlotte","1323 MEDITERRANEAN DRIVE, PUNTA GORDA, FL 33950","10","09/25/2006","Approved","Recorded","MA66940","MEDITERRANEAN LANDING CONDO ASSN INC","","2511 VASCO ST","PUNTA GORDA","FL","33950"
"PR72009","74041","LANDINGS AT LELY, A CONDO THE","Collier","965 PEGGY CIRCLE, NAPLES, FL 34114","28","12/18/2006","Approved","Recorded","MA66944","LANDINGS AT LELY CONDO ASSN INC THE","","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR71975","74007","TERRACE III AT RIVERWALK, A CONDO","Lee","WHISKEY PRESERVE CIRCLE, WHISKEY CREEK, FL 33919","80","03/10/2006","Approved","Recorded","MA66911","TERRACE III AT RIVERWALK CONDO ASSN INC","C/O CONDOMINIUM ASSOCIATES","570 CARILLON PARKWAY, SUITE 210","ST. PETERSBURG","FL","33716"
"PR71995","74027","BELLARTE ON THE GULF, A CONDO RESIDENCE","Pinellas","13600 GULF BLVD, MADEIRA BEACH, FL 33708","17","09/18/2007","Approved","Recorded","MA66930","BELLARTE ON THE GULF CONDO ASSOC, INC","","13600 GULF BLVD","MADEIRA BEACH","FL","33708"
"PR71997","74029","ISLAND CLUB AT ROCKY POINT, A CONDO","Hillsborough","2801 NORTH ROCKY POINT DRIVE, TAMPA, FL 33607","138","02/02/2006","Approved","Recorded","MA66932","ISLAND CLUB AT ROCKY POINT CONDO ASSN INC","C/O CONDOMINUM ASSOCIATES","570 CARILLON PKWY","ST. PETERSBURG","FL","33716"
"PR71998","74030","MARBELLA AT SPANISH WELLS III, A CONDO","Lee","SPANISH MOSS WAY, FORT MYERS, FL 34135","120","04/19/2006","Approved","Recorded","MA66933","MARBELLA AT SPANISH WELLS III CONDO ASSN INC","C/O ALLIANT PROPERTY MANAGEMENT, LLC","13831 VECTOR AVE","FORT MYERS","FL","33907"
"PR71972","74004","CORDOBA AT BEACH PARK, A CONDO","Hillsborough","5200 W KENNEDY BLVD, TAMPA, FL 33609","166","11/08/2005","Approved","Recorded","MA66908","CORDOBA AT BEACH PARK CONDO ASSOC, INC","C/O WISE PROPERTY MANAGEMENT INC","3903 NORTHDALE BLVD #250W","TAMPA","FL","33624"
"PR71993","74025","TERRACE III AT OSPREY COVE, A CONDO","Lee","KINGBIRD LOOP, ESTERO, FL 33967","80","07/13/2006","Approved","Recorded","MA66928","TERRACE III AT OSPREY COVE CONDO ASSN, INC","C/O GUARDIAN PROPERTY MANAGEMENT","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR72037","74069","CASSIA AT VASARI, A CONDO","Lee","UNKNOWN, BONITA SPRINGS, FL 34155","68","03/23/2006","Approved","Recorded","MA66974","CASSIA AT VASARI CONDO ASSOC, INC","C/O SCHOO ASSOCIATION MANAGEMENT, LLC","9403 CYPRESS LAKE DRIVE","FORT MYERS","FL","33919"
"PR72014","74046","TUSCANY VILLAS, A CONDO","Lee","4830 SW 17TH PLACE, CAPE CORAL, FL 33914","16","07/25/2006","Approved","Recorded","MA66949","TUSCANY VILLAS CONDO ASSN INC","C/O GPM CONDO MGMT","1319 MIRAMAR ST, SUITE 101","CAPE CORAL","FL","33904"
"PR72015","74047","TUSCANY VILLAS II, A CONDO","Lee","4830 SW 17TH PLACE, CAPE CORAL, FL 33914","16","07/25/2006","Approved","Recorded","MA66950","TUSCANY VILLAS II CONDO ASSN INC","C/O GPM CONDO MGMT","1319 MIRAMAR ST, SUITE 101","CAPE CORAL","FL","33904"
"PR72055","74087","CAMBIER PLACE, A CONDO","Collier","868 FIFTH AVENUE SOUTH, NAPLES, FL 34102","4","02/16/2007","Approved","Recorded","MA66993","CAMBIER PLACE CONDO ASSN INC","C/O PROFESSIONAL SERVICES FOR ACCOUNTING","5438 LOCKWOOD RIDGE RD #319","BRADENTON","FL","34203"
"PR72056","74088","SERENITY AT DEEP CREEK, A CONDO","Charlotte","1360 RIO DE JANEIRO, PUNTA GORDA, FL 33983","6","04/20/2006","Approved","Recorded","MA66994","SERENITY AT DEEP CREEK CONDO ASSN INC","","1356 RIO DE JANIERO AVE","PUNTA GORDA","FL","33983"
"PR72040","74072","GREENS, A CONDO THE","Lee","3100-3180 SEASONS WAY, ESTERO, FL 33928","144","11/03/2005","Approved","Recorded","MA66977","GREENS AT FOUNTAIN LAKES CONDO ASSN, INC","C/O PEGASUS PROPERTY MGMT","8840 TERRENE COURT","BONITA SPRINGS","FL","34135"
"PR72045","74077","HIBISCUS CONDO THE","Pinellas","2600 BAY BLVD, INDIAN ROCKS BEACH, FL 33785-3109","2","09/02/2005","Approved","Recorded","MA66982","HIBISCUS CONDO ASSN INC THE","","7 BYRSONIMA COURT WEST","HOMOSASSA","FL","34446"
"PR72028","74060","WATER GARDENS, A CONDO","Charlotte","1349 AQUI ESTA DRIVE, PUNTA GORDA, FL 33950","18","06/14/2007","Approved","Recorded","MA66965","WATER GARDENS ASSN INC","","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR72031","74063","1215 BEACH DRIVE NE, A CONDO","Pinellas","1215 BEACH DRIVE NE, ST. PETERSBURG, FL 33701","4","10/06/2005","Approved","Recorded","MA66968","1215 BEACH DRIVE NE CONDO ASSN INC","C/O ELITE ASSOCIATION MANAGEMENT, INC","6338 7TH AVE N","ST. PETERSBURG","FL","33710"
"PR72059","74091","VERANDA I AT OSPREY COVE, A CONDO","Lee","KINGBIRD LOOP, FORT MYERS, FL 33967","24","06/16/2006","Approved","Recorded","MA66997","VERANDA I AT OSPREY COVE CONDO ASSN, INC","C/O GUARDIAN PROPERTY MANAGEMENT","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR72060","74092","COMPASS POINTE VILLAS ON LAKE MIONA, A CONDO","Sumter","5277 COUNTY ROAD 472, OXFORD, FL 34484","48","05/05/2006","Approved","Recorded","MA66998","COMPASS POINTE VILLAS ON LAKE MIONA CONDO ASSN, INC","C/O SENTRY MANAGEMENT INC","2180 W STATE RD 434","LONGWOOD","FL","32779"
"PR72094","74126","FIDDLER'S GREEN TALL PINES, A CONDO","Charlotte","8000 MEMORY LANE, ROTONDA WEST, FL 33947","43","12/15/2006","Approved","Recorded","MA67037","FIDDLER'S GREEN TALL PINES ASSN INC","","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR72097","74128","OUTLOOK COVE, A CONDO","Charlotte","1338 ROCK DOVE COURT, PUNTA GORDA, FL 33950","15","08/24/2007","Approved","Recorded","MA67038","OUTLOOK COVE CONDO ASSOC, INC","","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR72100","74131","MERMAID REEF ON BRADENTON BEACH, A CONDO","Manatee","108 9TH ST, BRADENTON BEACH, FL 34217","3","12/01/2005","Approved","Recorded","MA67041","MERMAID REEF ON BRADENTON BEACH CONDO ASSOC, INC","C/O CARRINGTON BEACH PROPERTIES LLC","10548 REEDS LANDING CIRCLE","BURKE","VA","22015"
"PR72076","74107","WESTSHORE YACHT CLUB TOWNHOMES II, A CONDO","Hillsborough","S WESTSHORE BLVD, TAMPA, FL 33616","45","10/25/2006","Approved","Recorded","MA67016","WESTSHORE YACHT CLUB TOWNHOMES II CONDO ASSOC, INC","","720 BROOKER CREEK BLVD #206","OLDSMAR","FL","34677"
"PR72079","74110","PARADISE LAKE VILLAS I, A CONDO","Charlotte","494 SWEETWATER DR, ROTONDA, FL 33947","4","11/14/2005","Approved","Recorded","MA67019","PARADISE LAKE VILLAS I CONDO ASSOC, INC","","494 SWEETWATER DRIVE","ROTONDA WEST","FL","33947"
"PR72080","74111","PRESERVE AT BAL HARBOR THE","Charlotte","2100 BAL HARBOR BLVD, PUNTA GORDA, FL 33950","36","08/08/2011","Approved","Recorded","MA67020","PRESERVE AT BAL HARBOR CONDO ASSOC, INC","C/O STAR HOSPITALITY MANAGEMENT","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR72077","74108","TIERRA ISLE MARINA RESIDENCES, A CONDO","Pinellas","312 8TH AVENUE, TIERRA VERDE, FL 33715","8","07/18/2008","Approved","Recorded","MA67017","TIERRA ISLE MARINA RESIDENCES CONDO ASSN INC","C/O PBM","10033 DR MLK JR ST N, SUITE 300","ST. PETERSBURG","FL","33716"
"PR72087","74118","475, A CONDO","Pinellas","475 2ND ST N, ST. PETERSBURG, FL 33701","22","08/20/2007","Approved","Recorded","MA67027","475 CONDO ASSOC, INC","C/O RESOURCE PROPERTY MANAGEMENT","7300 PARK STREET","ST. PETERSBURG","FL","33777"
"PR72074","74106","LAKESHORE CONDO","Highlands","ROUTE 2, SUNSET DRIVE, LAKE PLACID, FL 33852","20","12/15/1984","Approved","Recorded","MA67013","LAKESHORE CONDO ASSN, INC","","140 S COMMERCE AVE","SEBRING","FL","33870"
"PR72073","74105","CARROLLWOOD COVE AT EMERALD GREENS CONDO","Hillsborough","3820 EHRLICH ROAD, TAMPA, FL 33624","69","12/02/2005","Approved","Recorded","MA67011","CARROLLWOOD COVE AT EMERALD GREENS CONDO ASSN, INC","","4131 GUNN HWY","TAMPA","FL","33618"
"PR72089","74120","PARADISE LAKE VILLAS II, A CONDO","Charlotte","108 ISLAND COURT, ROTONDA, FL 33947","4","10/12/2005","Approved","Recorded","MA67032","PARADISE LAKE VILLAS II CONDO ASSN, INC","","PO BOX 185","PLACIDA","FL","33946"
"PR72085","74116","BELLA LAGO AT VIVANTE XIX, A CONDO","Charlotte","VIVANTE BLVD, PUNTA GORDA, FL 33950","18","04/21/2008","Approved","Recorded","MA71047","VIVANTE AT PUNTA GORDA CONDO ASSN INC","","92 VIVANTE BLVD","PUNTA GORDA","FL","33950"
"PR72119","74150","GULFGATE PALMS","Sarasota","6359 GATEWAY AVENUE, SARASOTA, FL 34231","6","12/21/2007","Approved","Delinquent","MA67058","GULFGATE PALMS ASSN, INC","C/O GULFGATE PALMS ASSOC INC, OWNER","6030 CLARK CENTER AVE","SARASOTA","FL","34238"
"PR72118","74149","WATERSIDE AT COQUINA KEY SOUTH, A CONDO","Pinellas","5090 COQUINA KEY DRIVE, ST. PETERSBURG, FL 33705","628","11/15/2005","Approved","Recorded","MA67057","WATERSIDE AT COQUINA KEY SOUTH CONDO ASSN INC","","4131 GUNN HIGHWAY","TAMPA","FL","33618"
"PR72108","74139","SAVANNAH PRESERVE AT UNIVERSITY PLACE, A CONDO","Manatee","8000 ST SIMONS STREET, UNIVERSITY PARK, FL 34201","90","08/30/2007","Approved","Recorded","MA67047","SAVANNAH PRESERVE AT UNIVERSITY PLACE CONDO ASSN, INC","","9031 TOWN CENTER PARKWAY","BRADENTON","FL","34202"
"PR72110","74141","SPRING HILL PLACE, A CONDO","Hernando","3684 PORTILLO RD, SPRING HILL, FL 34608","20","03/21/2006","Approved","Recorded","MA67049","SPRING HILL PLACE A CONDO INC","","18606 AVENUE CAPRI","LUTZ","FL","33558"
"PR72138","74169","BEECHWOOD VILLAS, A CONDO","Charlotte","9423 9397 & 9399 ACCO AVE, ENGLEWOOD, FL 34224","4","09/29/2005","Approved","Recorded","MA67077","BEECHWOOD VILLAS CONDO ASSN INC","C/O KARL & JEANETTE SCHNEIDER","236 KANSAS ST","LINDENHURST","NY","11757"
"PR72114","74145","ANNA MARIA BEACH COTTAGES CONDO","Manatee","112 OAK AVE & 107 MANGROVE AVE, ANNA MARIA, FL 34207","11","09/20/2005","Approved","Recorded","MA67053","ANNA MARIA BEACH COTTAGES CONDO ASSN, INC","","1051 MILL ROAD","BELLVILLE","OH","44813"
"PR72115","74146","MACDILL LANDINGS, A CONDO","Hillsborough","5008 SOUTH MACDILL AVENUE, TAMPA, FL 33611","28","07/16/2007","Approved","Recorded","MA67054","MACDILL LANDINGS CONDO ASSN INC","","5008 S MACDILL AVE, OFC","TAMPA","FL","33611"
"PR72129","74160","CROSSWYNDE CONDO","Hillsborough","1502 MARSH COVE COURT, TAMPA, FL 33619","503","11/18/2005","Approved","Recorded","MA67070","CROSSWYNDE CONDO ASSN INC","C/O ERIC N APPLETON ESQ, REG AGENT","215 N HOWARD AVE, SUITE 200","TAMPA","FL","33606"
"PR72134","74165","VILLAGES OF BLOOMINGDALE CONDO NO -7","Hillsborough","PROGRESS BLVD, RIVERVIEW, FL 33569","32","04/24/2006","Approved","Recorded","MA67073","VILLAGES OF BLOOMINGDALE CONDO NO 7 ASSN, INC","C/O ASSOCIA GULF COAST","PO BOX 650858","DALLAS","TX","75265-0858"
"PR72144","74175","VENETIAN SHORES, A CONDO","Sarasota","803 ARMADA RD, VENICE, FL 34285","8","09/19/2007","Approved","Recorded","MA67083","VENETIAN SHORES CONDO ASSOC, INC","C/O PINNACLE COMMUNITY ASSOCIATION MGMT","PO BOX 21058","SARASOTA","FL","34276"
"PR72149","74180","SUITES AT SANDPEARL RESORT, A CONDO THE","Pinellas","500 MANDALAY AVENUE, CLEARWATER, FL 32169","50","08/03/2007","Approved","Recorded","MA67088","SUITES AT SANDPEARL RESORT OWNER'S ASSN INC THE","C/O FLACON MANAGEMENT LLC","500 MANDALAY AVENUE","CLEARWATER BEACH","FL","33767"
"PR72153","74184","STONE HARBOUR III, A CONDO","Manatee","STONE HARBOUR LOOP, BRADENTON, FL 34212","32","07/12/2006","Approved","Recorded","MA67090","STONE HARBOUR III CONDO ASSN INC","C/O C&S COMMUNITY MGMT SERVICES","4301 32ND STREET W, SUITE A20","BRADENTON","FL","34205"
"PR72152","74183","FIRENZE AT VASARI, A CONDO","Lee","UNKNOWN, BONITA SPRINGS, FL 34155","42","03/26/2006","Approved","Recorded","MA67091","FIRENZE AT VASARI CONDO ASSOC, INC","C/O HOME ENCOUNTER HECM LLC","12906 TAMPA OAKS BLVD","TEMPLE TERRACE","FL","33637"
"PR72163","74194","OLDSMAR GALLERIA, A CONDO","Pinellas","3281 LANDMARK DRIVE, CLEARWATER, FL 33761","20","02/05/2007","Approved","Recorded","MA67102","OLDSMAR GALLERIA CONDO ASSN, INC","","PO BOX 1469","PORT RICHEY","FL","34673"
