"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1V014297","67652","10210 LANAI CONDO, A CONDO","Dade","10210 COLLINS AVE, BAL HARBOUR, FL 33154-1435","24","02/01/1984","Approved","Recorded","MA00011603","10210 LANAI CONDO ASSN INC","","10855 NW 33RD ST","DORAL","FL","33172"
"PR1V015269","67700","GUILDFORD HOUSE","Dade","9800 W BAY HARBOUR 33514, BAY HARBOUR ISLAND, FL 33154","72","01/01/1973","Approved","Recorded","MA00004322","GUILDFORD HOUSE OF BAY HARBOR CONDO","","9800 W BAY HARBOR DRIVE","BAY HARBOR ISLANDS","FL","33154"
"PR1V015539","67709","5050 CONDO","Dade","5050 NW  7TH  STREET, MIAMI, FL 33126-3419","138","01/01/1979","Approved","Recorded","MA00014771","5050 CONDO ASSN, INC","C/O VTE CONSULTING LLC","1840 WEST 49 STREET, SUITE 233","HIALEAH","FL","33012"
"PR1V016374","67739","BLAIR HOUSE SOUTH CONDO","Dade","BAY HARBOR DR, BAY HARBOR ISLANDS, FL 33154","80","01/01/1970","Approved","Recorded","MA00013722","BLAIR HOUSE SOUTH CONDO INC","C/O CASTLE GROUP","9100 W BAY HARBOR DR","MIAMI","FL","33154"
"PR1S022653","64437","COMMODORE BAY CONDO","Dade","1402 SOUTH BAYSHORE DRIVE, MIAMI, FL 33129","36","09/28/1994","Approved","Recorded","MA00021013","COMMODORE BAY CONDO ASSN (DADE CNTY) INC","","PO BOX 803555","DALLAS","TX","75380"
"PR1S022878","64484","SANDS POINTE OCEAN BEACH CONDO AND RESORT","Dade","16711 COLLINS AVENUE, NORTH MIAMI BEACH, FL 33180","226","07/05/1996","Approved","Recorded","MA00021202","SANDS POINTE OCEAN BEACH RESORT CONDO ASSOC., INC.","","16711 COLLINS AVE.","NORTH MIAMI BEACH","FL","33160"
"PR1S023096","64543","VILLAS AT SOUTH BEACH, A CONDO","Dade","635 EUCLID AVENUE, MIAMI BEACH, FL 33139","30","01/10/1997","Approved","Recorded","MA00021431","VILLAS AT SOUTH BEACH CONDO ASSN INC","C/O PMI SUNSHINE STATE","1111 LINCOLN RD","MIAMI BEACH","FL","33139"
"PR1S023273","64581","3061 MARY STREET CONDO","Dade","3061 MARY ST, COCONUT GROVE, FL 33133","2","07/07/1995","Approved","Recorded","MA00021615","3061 MARY STREET CONDO ASSN INC","","3692  GRAND AVENUE ","COCONUT GROVE","FL","33133"
"PR1S023523","64639","TANIA CONDO","Dade","11313 S.W. 76 STREET, MIAMI, FL 33140","4","12/12/1996","Approved","Recorded","MA00021826","TANIA CONDO ASSOC., INC.","C/O MARTHA CAREAGA, OWNER OF ALL UNITS","11319 SW 76TH STREET","MIAMI","FL","33173"
"PR1S023538","64646","LINCOLN PLAZA CONDO","Dade","1400 LINCOLN ROAD, MIAMI BEACH, FL 33139","30","08/25/1964","Approved","Recorded","MA00021845","LINCOLN PLAZA CONDO ASSN","","1400 LINCOLN RD","MIAMI BEACH","FL","33139"
"PR1S023743","64697","WINDSOR CONDO","Dade","735-747 NW 13 AVE, MIAMI, FL 33125","12","10/30/1972","Approved","Recorded","MA00022042","WINDSOR CONDO ASSN INC","C/O VIRGINIA FERRARI, PRESIDENT","747 NW 13 AVE","MIAMI","FL","33125"
"PR1S024371","64849","LEJEUNE, A CONDO","Dade","4239 N.W. 5TH AVENUE, MIAMI, FL 33126","4","01/27/1999","Approved","Recorded","MA00022667","LEJEUNE CONDO ASSN INC","","4243 NW 5 ST","MIAMI","FL","33126"
"PR1S024655","64925","DOLPHIN VIEW CONDO","Dade","8 STREET, MIAMI, FL 33126","68","04/28/2000","Approved","Recorded","MA00022970","DOLPHIN VIEW CONDO ASSN INC","C/O TOP SERVICE PROPERTY MANAGEMENT LLC","5901 NW 151ST STREET","MIAMI LAKES","FL","33014"
"PR1S024689","64937","MED GROVE CONDO","Dade","3280 MATILDA ST, COCONUT GROVE, FL 33133","2","10/23/1998","Approved","Recorded","MA00023003","MED GROVE CONDO ASSN INC","","3282 MATILDA ST","COCONUT GROVE","FL","33133"
"PR1S025126","65068","VISTA ON THE BAY, A CONDO","Dade","16590 N.E. 26 AVENUE, NORTH MIAMI BEACH, FL 33160","20","12/19/2000","Approved","Recorded","MA00023439","VISTA ON THE BAY CONDO ASSOC., INC.","C/O ELITE MANAGEMENT ASSOCIATES, INC","9600 GRIFFIN RD","COOPER CITY","FL","33328"
"PR1S025181","65089","LE NAUTIQUE AT HAULOVER INLET, A CONDO","Dade","10261 EAST BAY HARBOR DRIVE, BAY HARBOR ISLAND, FL 33154","17","09/24/2003","Approved","Recorded","MA00023495","LE NAUTIQUE AT HAULOVER INLET CONDO ASSOC., INC.","C/O M. POSTMAN MANAGEMENT LLC","PO BOX 291685","DAVIE","FL","33329-1685"
"PR1S025710","65255","220 MERIDIAN CONDOMINIUM","Dade","220 MERIDIAN AVE, MIAMI BEACH, FL 33139","12","01/01/1965","Approved","Recorded","MA00024103","220 MERIDIAN CONDOMINIUM INC","","1250 S MIAMI AVENUE","MIAMI","FL","33130"
"PR1S026240","65417","CITADEL, A CONDO","Dade","100SW 6TH AVE, MIAMI, FL 33130","60","12/29/2004","Approved","Recorded","MA00024630","CITADEL CONDO ASSN INC","C/O UNLIMITED PROPERTY MANAGEMENT","P O BOX 440067","MIAMI","FL","33144-0067"
"PR1S026380","65474","NAUTICA CONDO","Dade","5970 INDIAN CREEK DR, MIAMI BEACH, FL 33140","33","04/29/2004","Approved","Recorded","MA00024767","NAUTICA CONDO ASSN INC","","5970 INDIAN CREEK DR","MIAMI BEACH","FL","33140"
"PR1S026511","65508","GRANDE CONDO, THE","Dade","9021 SW 94 STREET, MIAMI, FL 33176","71","11/26/2003","Approved","Recorded","MA00024896","GRANDE CONDO ASSN INC","","14850 SW 26TH ST, STE 112","MIAMI","FL","33185"
"PR1S026571","65529","VILASOL CONDO","Dade","7744 COLLINS AVENUE, MIAMI BEACH, FL 33141","20","08/22/2005","Approved","Recorded","MA00024957","VILASOL CONDO ASSOC., INC.","","7744 COLLINS AVE","MIAMI BEACH","FL","33141"
"PR1S026578","65535","WEST LANE TOWNHOMES CONDO","Dade","5490 WEST 22ND LANE, HIALEAH, FL 33016","6","02/19/2003","Approved","Recorded","MA00024964","WEST LANE TOWNHOMES CONDO ASSOC., INC.","C/O EDUARDO DOWLING","7780 NW 161 TERRACE","MIAMI LAKES","FL","33016"
"PR1S026588","65539","DOUGLAS RESIDENCE, A CONDO","Dade","2 SW 37 AVE, MIAMI, FL 33134","34","11/04/2002","Approved","Recorded","MA00024974","DOUGLAS RESIDENCE CONDO ASSN INC","C/O SOUTH FLORIDA CONDOMINIUM MANAGEMENT","2800 BISCAYNE BLVD, SUITE 310","MIAMI","FL","33137"
"PR1S026840","65624","GIFFORD VILLAS CONDO","Dade","3137-3139 GIFFORD LANE, MIAMI, FL 33133","2","05/19/2003","Approved","Recorded","MA00025239","GIFFORD VILLAS CONDO ASSN INC","","285 SEVILLA AVE-2ND FLOOR","MIAMI","FL","33134"
"PR1S026878","65636","FLORIDIAN CONDO","Dade","2993 WEST 80TH STREET, HIALEAH, FL 33016","42","04/22/2003","Approved","Recorded","MA00025277","FLORIDIAN CONDO ASSN INC","C/O SUNSHINE MANAGEMENT","17670 N.W.  78 AVENUE","HIALEAH","FL","33015"
"PR1U001020","65722","ARBORGATE #57 AT KENDALL LAKES EAST, A CONDO","Dade","6435-37 SW 135 AVE, MIAMI, FL 33165","2","04/23/1982","Approved","Recorded","MA00011738","ARBORGATE #57 AT KENDALL LAKES EAST ASSN INC","","6435 SW 135TH AVE #57","MIAMI","FL","33183-5020"
"PR1U006934","65851","VILLAGE HOMES AT COUNTRY WALK CONDO # 3","Dade","SW 137TH AVE & SW 144TH ST, MIAMI, FL 33186","28","09/25/1985","Approved","Recorded","MA00005619","VILLAGE HOMES AT COUNTRY WALK CONDO #3 MAINT ASSN INC","C/O GUILLERMO ALBAN","13720 SW 147 CIRCLE LANE","MIAMI","FL","33186"
"PR1U007263","65857","EAGLE NEST CONDO","Dade","6305-6315 GAGE PLACE, MIAMI LAKES, FL 33014","60","03/08/1984","Approved","Recorded","MA00011749","EAGLE NEST CONDO","C/O GRS MANAGEMENT, INC","15280 NW 79TH COURT, SUITE 101","MIAMI LAKES","FL","33016"
"PR1U010911","65886","DAYLIGHTS","Dade","3001 DAY AVE, MIAMI, FL 33133-5108","5","01/01/1980","Approved","Recorded","MA00009596","DAYLIGHTS CONDO ASSN, INC","","3622 SOLANA ROAD","MIAMI","FL","33133"
"PR1U013268","65912","PRESTIGE HOMES AT INTL GARDENS 7-27, A CONDO","Dade","11711 SW 13TH ST 7-26, MIAMI, FL 33184-2507","2","11/20/1980","Approved","Recorded","MA00010765","PRESTIGE HOMES AT INTL GARDENS 7-26 CONDO ASSN","","1250 SW 27TH AVE","MIAMI","FL","33135-4741"
"PR1U015043","65941","LE PHARE KEY BISCAYNE","Dade","798 CRANDON BLVD, KEY BISCAYNE, FL 33149-2513","57","12/19/1986","Approved","Recorded","MA00008996","LE PHARE KEY BISCAYNE CONDO ASSN","","14275 SW 142 AVE","MIAMI","FL","33186"
"PR1U020716","66044","2800 ISLAND BOULEVARD WILLIAMS ISLAND, ACONDO","Dade","2800 ISLAND BOULEVARD, WILLIAMS ISLAND, FL 33160","159","11/15/1990","Approved","Recorded","MA00019368","2800 ISLAND BOULEVARD CONDO ASSN INC","","2800 ISLAND BLVD","WILLIAMS ISLAND","FL","33160"
"PR1U023313","66287","GRAND BAY RESIDENCES, A CONDO","Dade","445 GRAND BAY DR., KEY BISCAYNE, FL 33149","138","10/01/1996","Approved","Recorded","MA00021658","GRAND BAY RESIDENCES CONDO ASSOC., INC.","","445 GRAND BAY DR.","KEY BISCAYNE","FL","33149"
"PR1U024113","66412","SIERRA RIDGE CONDO I-36","Dade","CORNER OF NE 8TH CT & 212 TERR, UNINCORPORATED, FL 33179","8","08/08/1997","Approved","Recorded","MA00022424","SIERRA RIDGE CONDO I ASSN INC","C/O WENZEL INVESTMENT COMPANY","2950 N. 28TH TERR","HOLLYWOOD","FL","33020"
"PR1U025249","66618","THREE TEQUESTA POINT, A CONDO","Dade","BRICKELL KEY DRIVE, MIAMI, FL 33131","236","08/08/2001","Approved","Recorded","MA00023612","THREE TEQUESTA POINT CONDO ASSOC., INC.","","848 BRICKELL KEY DR-#503","MIAMI","FL","33131"
"PR1U025299","66627","CAPTIVA CONDO D","Dade","10720 N.W. 66TH STREET, MIAMI, FL 33178","70","10/18/2000","Approved","Recorded","MA00023662","CAPTIVA CONDO D ASSN INC","","5901 NW 151 ST","MIAMI LAKES","FL","33014"
"PR1U025450","66644","EXECUTIVE RESIDENCES, A CONDO, THE TWO RITZ PLAZA","Dade","3400 S.W. 27TH AVENUE, COCONUT GROVE, FL 33133","88","11/14/2002","Approved","Recorded","MA00023819","EXECUTIVE RESIDENCES CONDO ASSOC. OF COCONUT GROVE","","3350 SW 27 AVENUE","MIAMI","FL","33133"
"PR1U025787","66704","SPEAR AT AQUA, A CONDO","Dade","201 AQUA AVENUE SUITE # 100, MIAMI BEACH, FL 33141","66","12/23/2004","Approved","Recorded","MA00024181","SPEAR AT AQUA CONDO ASSN, INC","","201 AQUA AVENUE","MIAMI BEACH","FL","33141"
"PR1U026510","66806","BELLAMARE AT WILLIAMS ISLAND, A CONDO","Dade","6000 ISLAND BLVD, AVENTURA, FL 33160","218","08/10/2005","Approved","Recorded","MA00024895","BELLAMARE AT WILLIAMS ISLAND CONDO ASSN SUITE 300","","6000 ISLAND BLVD #3200","AVENTURA","FL","33160"
"PR1U026755","66837","TOWNGATE CONDO FIVE","Dade","2202 SE 24TH PLACE, HOMESTEAD, FL 33035","24","09/26/2003","Approved","Recorded","MA00025149","TOWNGATE CONDO FIVE ASSN INC","C/O MIAMI MANAGEMENT, INC.","P.O. BOX 36307","CHARLOTTE","NC","28236"
"PR1V000859","66891","GATEWAY ESTATES PARK","Dade","35700 S FEDERAL HWY, FLORIDA CITY, FL 33030","222","01/06/1976","Approved","Recorded","MA00001128","GATEWAY ESTATES PARK CONDOASSN, INC.","C/O ZELMA IGLESIAS, REGISTERED AGENT","35250 SW 177TH CT, SUITE 223","FLORIDA CITY","FL","33034"
"PR1V000965","66899","ORCHARD GARDEN, A CONDO","Dade","NE 3RD COURT, MIAMI, FL 33161","16","04/20/1981","Approved","Recorded","MA00008427","ORCHARD GARDEN CONDO ASSN.","C/O HERI KLETZENBAUER","655 W FLAGLER STREET","MIAMI","FL","33130"
"PR1V002305","66969","EXECUTIVE CONDO, THE","Dade","4925 COLLINS AVE, MIAMI BEACH, FL 33140-2728","101","02/01/1980","Approved","Recorded","MA00010726","EXECUTIVE CONDO ASSN, THE","","4925 COLLINS AVE","MIAMI BEACH","FL","33140-2728"
"PR1V003395","67041","BOUGAIN-VILLA, A CONDO","Dade","1065-98TH STREET, BAY HARBOR ISLAND, FL 33154","12","02/02/1981","Approved","Recorded","MA00001827","BOUGAIN-VILLA OF BAY HARBOR ISLAND CONDO ASSN","C/O QUINTANA THAIRY","1065 98TH ST","BAY HARBOR ISLANDS","FL","33154"
"PR1V008153","67300","PARK FOUNTAIN CONDO","Dade","12195 W DIXIE HWY, MIAMI, FL 33161-5460","20","01/01/1979","Approved","Recorded","MA00009312","PARK FOUNTAIN CONDO ASSN INC","C/O LISETTE RICHEMOND - TREASURER","240 N.E. 152ND STREET","NORTH MIAMI BEACH","FL","33162"
"PR1S024487","64882","GABRIELLA CONDO - SOUTH","Dade","7696 N.W. 182 TERRACE, MIAMI, FL 33014","46","08/18/1998","Approved","Recorded","MA00022798","GABRIELLA CONDO SOUTH ASSN INC","","10855 NW 33 ST","MIAMI","FL","33172"
"PR1V021545","67877","ALEXANDER, A CONDO, THE","Dade","5225 COLLINS AVENUE, MIAMI BEACH, FL 33140","230","08/01/1990","Approved","Recorded","MA00020005","ALEXANDER CONDO ASSN INC THE","ATTN: CONDOMINIUM OFFICE","5225 COLLINS AVE","MIAMI BEACH","FL","33140"
"PR1V023542","68048","CORAL GABLES VILLAS CONDO","Dade","15-21 MADEIRA AVENUE, CORAL GABLES, FL 33134","20","09/17/1996","Approved","Recorded","MA00021849","CORAL GABLES VILLAS CONDO ASSN INC","C/O ACE TOP MANAGEMENT LLC","956 SW 82 AVE","MIAMI","FL","33144"
"PR1V024629","68159","LIONSGATE KEY WEST, A CONDO","Monroe","1118,1120,1124,1126,OLIVIA ST., KEY WEST, FL 33040","7","07/21/1998","Approved","Recorded","MA00022942","LIONSGATE KEY WEST CONDO ASSN INC","C/O ARTHUR A HOLLEMAN III","1120 OLIVIA STREET","KEY WEST","FL","33040"
"PR1V009170","67374","ISLAND TERRACE CONDO","Dade","5 ISLAND AVE, MIAMI BEACH, FL 33139-1364","139","05/15/1974","Approved","Recorded","MA00009380","ISLAND TERRACE CONDO ASSOCIATION","C/O MANAGEMENT OFFICE","5 ISLAND AVE","MIAMI","FL","33139"
"PR1V010881","67488","WATERWAY WEST, A CONDO","Dade","465 SWALLOW DRIVE, MIAMI SPRINGS, FL 33166-4438","18","01/01/1981","Approved","Recorded","MA00010828","WATERWAY WEST CONDO INC","C/O TOP SERVICE PROPERTY MANAGEMENT, LLC","5901 NW 151ST ST, SUITE 100","MIAMI LAKES","FL","33014"
"PR1V011549","67533","WATERSIDE TOWERS CONDO","Dade","2450 N.E. 135TH STREET, NORTH MIAMI, FL 33181-3534","118","07/12/1979","Approved","Recorded","MA00010095","WATERSIDE CONDO ASSN, INC","","12595 SW 137TH AVE","MIAMI","FL","33186"
"PR1V012714","67580","BLUE SKY CONDO.","Dade","7300 BYRON AVE, MIAMI, FL 33141-2601","27","01/01/1979","Approved","Recorded","MA00012204","BLUE SKY ASSOCIATION, INC","","7300 BYRON AVE- OFFICE","MIAMI BEACH","FL","33141"
"PR1V023952","68090","POINCIANA WEST NO. 2, A CONDO","Dade","2985 WEST 80TH STREET, HIALEAH, FL 33016","50","01/02/1997","Approved","Recorded","MA00022260","POINCIANA WEST NO. 2 CONDO ASSOC., INC.","C/O TOWER MANAGEMENT SERVICES INC","900 WEST 49TH STREET SUITE 220","HIALEAH","FL","33012"
"PR1V024281","68119","CASA OLIVIA, A CONDO","Monroe","1402 OLIVIA, KEY WEST, FL 33040","4","10/31/1997","Approved","Recorded","MA00022569","CASA OLIVIA HOMEOWNERS ASSN INC","","1402 OLIVIA ST #2","KEY WEST","FL","33040"
"PR1V024697","68161","CELEBRITY POINT, A CONDO","Dade","15969 N.W. 64TH AVENUE, MIAMI LAKES, FL 33014","80","10/22/1998","Approved","Recorded","MA00023012","CELEBRITY POINT CONDO ASSOC., INC.","","17670 NW 78 AVE, SUITE 202","HIALEAH","FL","33015"
"PR1V025057","68196","FOUNTAINS AT FONTAINEBLEAU CONDO NO. THREE","Dade","9350 FOFUNTAINEBLEAU BLVD., MIAMI, FL 33172","87","11/02/1999","Approved","Recorded","MA00023366","FOUNTAINS AT FONTAINEBLEAU CONDO NO. THREE ASSN INC","C/O EXCLUSIVE PROPERTY MANAGEMENT GROUP","175 FONTAINEBLEAU BLVD","MIAMI","FL","33172"
"PR1V025281","68226","HELENE MARIE, A CONDO","Dade","1050-52-54-56 JEFFERSON AVENUE, MIAMI BEACH, FL 33139","16","03/29/2000","Approved","Recorded","MA00023644","HELENE MARIE CONDO ASSOC., INC.","","PO BOX 191042","MIAMI BEACH","FL","33119"
"PR1V025480","68254","TRUMAN GARDENS, A CONDO","Monroe","912 TRUMAN AVENUE, KEY WEST, FL 33040","8","07/24/2001","Approved","Recorded","MA00023862","TRUMAN GARDENS CONDO ASSOC., INC.","C/O KENNETH WEHMEYER, UNIT OWNER","PO BOX 675","KEY WEST","FL","33041"
"PR1V026064","68345","VISTA LAKE, A CONDO","Dade","4854 NW 7TH STREET, MIAMI, FL 33126","50","12/17/2001","Approved","Recorded","MA00024451","VISTA LAKE CONDO ASSN INC","C/O ATLAS PROPERTY MANAGEMENT","1500 NW 89TH CT","DORAL","FL","33172"
"PR1V026192","68366","VILLAGE BY THE BAY, A CONDO","Dade","3105-3285 N.E. 184TH STREET, AVENTURA, FL 33160","374","11/22/2002","Approved","Recorded","MA00024580","VILLAGE BY THE BAY CONDO ASSN INC","","3285 N.E. 184TH STREET","AVENTURA","FL","33160"
"PR1V026497","68411","VILLAGE CONDOMINUMS IN KEY WEST, A CONDO","Monroe","901 THOMAS ST, KEY WEST, FL 33040","3","03/14/2003","Approved","Recorded","MA00024887","VILLAGE CONDOMINIUMS IN KEY WEST OWNERS ASSN INC","C/O CAROL STRACHAN","901 THOMAS ST","KEY WEST","FL","33040"
"PR1V026585","68418","KEY ISLANDER CONDO","Dade","290 SUNRISE DR, KEY BISCAYNE, FL 33419","32","10/16/2003","Approved","Recorded","MA00024971","KEY ISLANDER CONDO ASSN, INC","C/O CPM CORP","1801 CORAL WAY #305","MIAMI","FL","33145"
"PR1V026782","68450","COURTYARDS OF HIALEAH, A CONDO","Dade","1225 WEST 35TH STREET, HIALEAH, FL 33012","132","03/21/2003","Approved","Recorded","MA00025179","COURTYARDS OF HIALEAH CONDO ASSN INC","","17670 NW 78 AVE","HIALEAH","FL","33015"
"PR1V026797","68453","CLARIS CONDO","Dade","234 MERIDIAN AVE, MIAMI BEACH, FL 33139","8","10/11/2005","Approved","Recorded","MA00025196","CLARIS CONDO ASSN INC","C/O INTEMPUS PROPERTY MANAGEMENT","20640 3RD STREET","SARATOGA","CA","95070"
"PR1V026799","68454","1400 WHITE STREET","Monroe","1400 WHITE STREET, KEY WEST, FL 33040","3","12/06/2002","Approved","Recorded","MA00025198","1400 WHITE STREET CONDO ASSN INC","C/O JULIE BOKHOF","1400 WHITE ST","KEYWEST","FL","33040"
"PR1V026859","68468","NORMA BEACH CONDOS","Dade","760 EUCLID AVENUE, MIAMI BEACH, FL 33139","8","07/31/2003","Approved","Recorded","MA00025257","NORMA BEACH CONDO ASSN INC","","6065 NW 167TH ST, SUITE B20","MIAMI","FL","33139"
"PR1V026871","68471","SOUTHERN STAR, A CONDO","Dade","260 - 9280 BAY HARBOR TERRACE, BAY HARBOR ISLANDS, FL 33154","16","04/25/2003","Approved","Recorded","MA00025270","SOUTHERN STAR CONDO ASSN INC","C/O A & D CONDOMINIUM MANAGEMENT, LLC","19726 E COUNTRY CLUB DRIVE","AVENTURA","FL","33180"
"PR1V026906","68476","ARMSTRONG, A CONDO, THE","Dade","1225, 1227, 1229 EUCLID AVENUE, MIAMI BEACH, FL 33139","12","12/01/2004","Approved","Recorded","MA00025306","ARMSTRONG CONDO ASSN INC, THE","C/O ADVANTAGE PROPERTY MANAGEMENT","1000 5TH STREET","MIAMI BEACH","FL","33139"
"PR1X016498","68643","WASHINGTON CENTER","Dade","524 WASHINGTON AVENUE, MIAMI, FL 33139-6619","28","10/24/1977","Approved","Recorded","MA00008393","WASHINGTON CENTER CONDO, INC.","","PO BOX 5103","HIALEAH","FL","33014-1103"
"PR1X017060","68669","FIFTEEN SIXTY CORAL TERRACE CORP","Dade","1560 N.E. 127TH ST, NORTH MIAMI, FL 33161-5206","27","02/01/1962","Approved","Recorded","MA00012061","1560 CORAL TERRACE CONDO ASSN","","85 GRAND CANAL DRIVE","MIAMI","FL","33144"
"PR1X018343","68750","JOCKEY CLUB CONDO II","Dade","1111 BISCAYNE BOULEVARD, MIAMI, FL 33161","90","01/01/1971","Approved","Recorded","MA00007517","JOCKEY CLUB CONDO APTS UNIT II INC","","11111 BISCAYNE BLVD","MIAMI","FL","33181-3494"
"PR1X018489","68760","BUCKLEY TOWERS","Dade","1321 NE MIAMI GARDENS DR, NORTH MIAMI BEACH, FL 33179-4705","564","01/01/1969","Approved","Recorded","MA00006520","BUCKLEY TOWERS CONDO INC","","22163 BUCKLEY TOWERS CONDOMINIUM, IN","MIAMI","FL","33179"
"PR1X018652","68777","TRACY CONDO","Dade","3000 BIRD AVE, MIAMI, FL 33133-4530","12","12/01/1972","Approved","Recorded","MA00005346","TRACY CONDOMINIUM INC.","","1861 SW 21ST TER","MIAMI","FL","33145"
"PR1X019711","68816","OCEAN REEF MARINA CONDO IV","Monroe","OCEAN REEF CLUB MARINA F, KEY LARGO, FL 33037-5273","36","06/20/1984","Approved","Recorded","MA00017753","OCEAN REEF MARINA CONDO 4 ASSN INC","","1 BARRACUDA LANE","KEY LARGO","FL","33037"
"PR1X025140","68826","PARKVIEW CONDO #2 THE","Dade","9230 FONTAINEBLEAU BLVD, MIAMI, FL 33172","145","04/22/1974","Approved","Recorded","MA00003115","PARKWOOD CONDO ASSN INC","C/O ATLAS PROPERTY MGMT SERVICES, INC","1500 NW 89 COURT","DORAL","FL","33172"
"PR1V026337","68387","EVELYN CONDO","Dade","1600 EUCLID AVE, MIAMI BEACH, FL 33139","21","10/27/2011","Approved","Recorded","MA00024725","EVELYN CONDO ASSN INC THE","C/O ROYAL MANAGEMENT GROUP","750 COLLINS AVE","MIAMI BEACH","FL","33139"
"PR1V022679","67957","FENIMORE CONDO, THE","Dade","1200 EUCLID AVENUE, MIAMI BEACH, FL 33139","29","06/01/1994","Approved","Recorded","MA00021036","FENIMORE CONDO ASSN INC THE","","800 WEST AVENUE, SUITE C-1","MIAMI BEACH","FL","33119"
"PR1U026531","66809","TOWNGATE CONDO FOUR","Dade","SE 23 AVE, HOMESTEAD, FL 33035","30","06/18/2003","Approved","Recorded","MA00024917","TOWNGATE CONDO FOUR ASSN INC","C/O MIAMI MANAGEMENT, INC.","P.O. BOX 36307","CHARLOTTE","NC","28236"
"PR68824","68845","360 CONDO A","Dade","7900 HARBOR ISLAND DRIVE, NORTH BAY VILLAGE, FL 33141","279","12/29/2006","Approved","Recorded","MA63771","360 CONDO A ASSN, INC","C/O HABER LAW LLP","251 NW 23RD STREET","MIAMI","FL","33127"
"PR68825","68846","360 CONDO B","Dade","7910 HARBOR ISLAND DRIVE, NORTH BAY VILLAGE, FL 33141","99","12/29/2006","Approved","Recorded","MA63770","360 CONDO B ASSN, INC","C/O FIRSTSERVICE RESIDENTIAL","PO BOX 34769","CHARLOTTE","NC","28234"
"PR68828","68849","360 CONDO C","Dade","7914 HARBOR ISLAND DRIVE, NORTH BAY VILLAGE, FL 33141","36","12/29/2006","Approved","Recorded","MA63774","360 CONDO C ASSN, INC","","7914/7918 HARBOR ISLAND DR","NORTH BAY VILLAGE","FL","33141"
"PR68826","68847","COLLINS, A CONDO","Dade","6917 COLLINS AVE, NORTH BAY VILLAGE, FL 33141","239","08/03/2004","Approved","Recorded","MA63772","COLLINS CONDO ASSN INC","C/O CU1-MANAGEMENT OFFICE","6917 COLLINS AVE","MIAMI BEACH","FL","33141"
"PR68857","68878","LINCOLN MEWS CONDO","Dade","1525 LENOX AVE, MIAMI BEACH, FL 33139","6","10/27/2003","Approved","Delinquent","MA63801","LINCOLN MEWS CONDO ASSN INC","C/O M&E 3731/1622 CAPITAL LLC","17070 COLLINS AVE","SUNNY ISLES BEACH","FL","33160"
"PR68838","68859","AQUAVISTA, A CONDO","Dade","3901 NE 170TH ST, GOLDEN BEACH, FL 33160","6","08/27/2003","Approved","Recorded","MA63784","AQUAVISTA OF MIAMI-DADE CONDOMINIUM ASSOCIATION, INC.","C/O RICARDO GONZALEZ","3911 NE 170TH ST","NORTH MIAMI BEACH","FL","33160"
"PR68845","68866","MARJO CONDO","Dade","735 - 739 11TH ST, MIAMI BEACH, FL 33139","12","07/07/2003","Approved","Recorded","MA63791","MARJO CONDO ASSN, INC","","765 ARTHUR GODFREY ROAD","MIAMI BEACH","FL","33140"
"PR68855","68876","BAY COURT, A CONDO","Dade","6905 BAY DR, NORTH BAY VILLAGE, FL 33141","22","10/16/2003","Approved","Recorded","MA63799","BAY COURT CONDO ASSN","C/O HAROLD KIDDER - REGISTERED AGENT","6911 BAY DRIVE","MIAMI BEACH","FL","33141"
"PR68853","68874","HARBOR LIGHTS OF EASTERN SHORES, A CONDO","Dade","3842 NE 171ST ST, GOLDEN BEACH, FL 33160","4","07/23/2003","Approved","Recorded","MA63798","HARBOR LIGHTS OF EASTERN SHORES CONDO ASSN, INC","C/O New Wave Accounting & Management Inc","1770 SANS SOUCI BLVD","NORTH MIAMI","FL","33181"
"PR68878","68899","SHOMA VILLAS II AT COUNTRY CLUB OF MIAMI, A CONDO","Dade","OFF NW 174TH TERRACE, MIAMI, FL 33122","159","12/10/2003","Approved","Recorded","MA63822","SHOMA VILLAS II AT COUNTRY CLUB OF MIAMI CONDO ASSN, INC","C/O EXCLUSIVE PROPERTY MANAGEMENT GROUP","175 FONTAINEBLEAU BLVD","MIAMI","FL","33172"
"PR68891","68912","ISLAND PLACE AT NORTH BAY VILLAGE, A CONDO","Dade","1455 N TREASURE DR, NORTH BAY VILLAGE, FL 33141","123","07/23/2003","Approved","Recorded","MA63834","ISLAND PLACE AT NORTH BAY VILLAGE CONDO ASSN INC","","1455 N TREASURE DR","NORTH BAY VILLAGE","FL","33141"
"PR68889","68910","SAIL, A CONDO THE","Dade","170 SE 14TH ST, MIAMI, FL 33131","154","12/18/2006","Approved","Recorded","MA63832","SAIL CONDO ASSN INC","C/O ASSET RECOVERY GROUP","2520 CORAL WAY #2515","CORAL GABLES","FL","33145"
"PR68860","68881","ASTON, A CONDO","Dade","3000 SW 22ND ST, MIAMI, FL 33145","226","07/21/2003","Approved","Recorded","MA63804","ASTON CONDO ASSN, INC","","3000 S.W. 22ND STREET","MIAMI","FL","33145"
